id,email,experimental_condition,StartDate,script_type,post_nudge,ProfileName,ProfileLocation,ProfileBio,ProfilePicture,citevisits,CompletedStudy,DayOneVists,DayTwoVists,DayThreeVists,GeneralPostNumber,GeneralCommentNumber
123456,m2@gmail.com,des_5_rules_comments,Mon Aug 16 2021 16:34:15 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,4,0,22,0,6,3,3
123,m3@gmail.com,des_30_rules_comments,Mon Aug 16 2021 16:33:11 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,3,0,16,0,3,3,3
123456,m@gmail.com,des_5_community_comments,Mon Aug 16 2021 16:26:26 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,4,0,28,0,6,3,4
123456,ji22@gmail.com,r60_rules_noComments,Thu Aug 12 2021 21:46:36 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,2,0,8,0,0,0,0
123456,ji11@gmail.com,des_60_community_comments,Fri Aug 13 2021 21:45:46 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,1,0,10,0,0,0,0
123456,ji00@gmail.com,des_60_rules_comments,Thu Aug 12 2021 21:45:00 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,1,0,2,0,0,0,0
123456,wesley22@gmail.com,des_60_rules_comments,Thu Aug 12 2021 21:41:24 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,4,0,28,0,3,5,3
123456,wesley11@gmail.com,des_60_community_comments,Thu Aug 12 2021 21:40:43 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,4,0,26,0,4,3,4
123456,wesley00@gmail.com,des_30_community_comments,Thu Aug 12 2021 21:38:56 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,4,0,34,0,4,4,3
1234,tina@gmail.com,des_30_rules_comments,Thu Aug 12 2021 16:59:32 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,2,0,54,0,0,2,0
123,zhila00@gmail.com,des_30_community_comments,Wed Aug 11 2021 21:10:09 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,1,0,20,0,0,2,0
123,zhila@gmail.com,des_5_rules_comments,Wed Aug 11 2021 10:45:05 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,6,1,132,41,0,7,0
123456,ji60@ji.com,r_60,Mon Aug 09 2021 20:14:40 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,9,1,26,5,2,4,3
123456,ji30@ji.com,r_30,Mon Aug 09 2021 20:13:54 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,6,1,32,7,0,4,1
123,ji@ji.com,r_5,Mon Aug 09 2021 20:11:25 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,4,1,24,6,3,3,2
pics,ji@gmail.com,des_5_rules_comments,Mon Aug 09 2021 12:33:57 GMT-0400 (Eastern Daylight Time),,0,0,0,0,0,2,0,4,0,0,0,0
